transaction_id,transaction_date,city,neighborhood,property_type,rooms,floor,total_floors,year_built,surface_sqm,lat,lng,is_furnished,amenities_count,amenities_list,sale_price_eur,is_verified,data_source
MD-00002393,2025-08-14,Chișinău,Sîngera,APARTMENT,2,3,5,1995,68.7,46.913842,28.964357,False,2,balcony|storage_room,45000,True,real
MD-00002394,2024-08-31,Chișinău,Ciocana,HOUSE,6,1,3,2009,196.5,47.017679,28.887059,True,3,furnished|garage|garden,210000,True,real
MD-00002395,2026-03-29,Orhei,,APARTMENT,2,5,5,2005,62.7,47.384827,28.824665,False,1,balcony,85000,True,real
MD-00002396,2025-02-22,Bălți,,APARTMENT,2,5,5,1956,54.8,47.752653,27.939836,False,2,balcony|storage_room,37000,True,real
MD-00002397,2026-02-06,Chișinău,Centru,APARTMENT,3,3,14,2017,109.9,46.991622,28.869086,False,3,balcony|elevator|parking,330000,True,real
MD-00002398,2026-06-06,Bălți,,APARTMENT,2,5,9,1974,73.8,47.741255,27.942408,False,2,balcony|elevator,65000,True,real
MD-00002399,2025-05-24,Chișinău,Codru,HOUSE,3,1,1,2001,222.6,46.969765,28.829118,False,3,garage|garden|storage_room,286000,True,real
MD-00002400,2024-12-14,Chișinău,Ciocana,APARTMENT,4,1,5,1988,132.0,47.049318,28.885406,False,2,balcony|storage_room,130000,True,real
MD-00002401,2024-12-24,Chișinău,Cuza-Vodă,APARTMENT,4,2,13,2022,129.2,47.002731,28.870217,True,3,balcony|elevator|furnished,300000,True,real
MD-00002402,2025-11-30,Chișinău,Râșcani,APARTMENT,1,5,9,1985,30.4,47.048441,28.866677,False,2,elevator|storage_room,39000,True,real
MD-00002403,2025-11-14,Chișinău,Cuza-Vodă,APARTMENT,2,2,4,1962,66.3,46.953417,28.891233,False,1,balcony,75000,True,real
MD-00002404,2025-05-09,Ungheni,,APARTMENT,1,8,9,1970,32.3,47.207067,27.796573,True,3,elevator|furnished|storage_room,27500,True,real
MD-00002405,2026-04-03,Chișinău,Telecentru,HOUSE,4,1,3,1999,197.6,46.983142,28.796653,False,1,storage_room,324000,True,real
MD-00002406,2025-12-21,Chișinău,Botanica,APARTMENT,4,9,9,1976,98.2,47.010879,28.851698,False,3,balcony|elevator|storage_room,121000,True,real
MD-00002407,2025-07-23,Chișinău,Codru,APARTMENT,2,10,12,2023,64.5,46.95677,28.806787,False,4,balcony|elevator|parking|storage_room,110000,True,real
MD-00002408,2025-08-05,Hîncești,,APARTMENT,1,1,5,1987,37.9,46.827548,28.577618,False,2,elevator|storage_room,25800,True,real
MD-00002409,2026-01-10,Chișinău,Aeroport,APARTMENT,2,3,5,2009,55.3,46.988816,28.87214,False,2,elevator|storage_room,72000,True,real
MD-00002410,2026-06-28,Ialoveni,,APARTMENT,2,2,5,1957,67.3,46.948369,28.758203,False,2,balcony|storage_room,72000,True,real
MD-00002411,2026-04-08,Cahul,,APARTMENT,3,3,5,1959,86.6,45.927127,28.172834,False,1,balcony,65000,True,real
MD-00002412,2026-01-14,Chișinău,Ciocana,APARTMENT,3,2,4,1961,69.7,47.011168,28.887242,True,2,balcony|furnished,98000,True,real
MD-00002413,2026-06-24,Bălți,,APARTMENT,1,4,4,1962,43.6,47.763079,27.89851,False,2,balcony|storage_room,40000,True,real
MD-00002414,2025-04-25,Chișinău,Râșcani,APARTMENT,2,4,9,1986,67.9,47.054842,28.864799,False,4,balcony|elevator|parking|storage_room,68000,True,real
MD-00002415,2025-10-21,Chișinău,Buiucani-Nord,APARTMENT,4,3,5,1957,127.5,47.024708,28.830268,False,2,balcony|storage_room,151000,True,real
MD-00002416,2025-06-14,Chișinău,Dumbrava,APARTMENT,3,8,9,1970,79.9,47.01927,28.760865,True,2,elevator|furnished,115000,True,real
MD-00002417,2025-09-05,Drochia,,APARTMENT,3,5,10,1982,79.9,48.020367,27.819108,False,2,balcony|elevator,49000,True,real
MD-00002418,2025-12-15,Chișinău,Botanica,APARTMENT,1,11,15,2016,25.6,46.991223,28.858664,False,3,balcony|elevator|parking,54000,True,real
MD-00002419,2025-09-04,Soroca,,APARTMENT,3,1,5,1987,72.2,48.142756,28.273046,True,1,furnished,47800,True,real
MD-00002420,2026-02-26,Chișinău,Valea Trandafirilor,APARTMENT,3,8,9,2021,100.2,47.011196,28.784858,False,2,balcony|elevator,238000,True,real
MD-00002421,2026-03-18,Chișinău,Ciocana,APARTMENT,3,5,9,1972,99.6,47.020641,28.879091,False,2,balcony|elevator,115000,True,real
MD-00002422,2024-06-03,Chișinău,Durlești,APARTMENT,4,5,9,1981,113.1,47.041881,28.776416,False,3,balcony|elevator|storage_room,76000,True,real
MD-00002423,2024-04-23,Chișinău,Râșcani,HOUSE,4,1,2,2003,209.6,47.069313,28.864,False,4,garage|garden|storage_room|terrace,410000,True,real
MD-00002424,2024-12-14,Taraclia,,APARTMENT,3,9,9,1985,89.3,45.905461,28.652746,False,3,balcony|elevator|storage_room,23800,True,real
MD-00002425,2026-06-23,Comrat,,APARTMENT,2,3,4,1959,45.3,46.286345,28.658651,True,3,balcony|furnished|storage_room,52000,True,real
MD-00002426,2025-10-02,Chișinău,Râșcani,APARTMENT,1,5,16,2013,44.9,47.046009,28.849536,True,3,balcony|elevator|furnished,125700,True,real
MD-00002427,2024-06-22,Chișinău,Telecentru,APARTMENT,2,4,9,1979,69.8,47.002183,28.824664,False,1,elevator,104000,True,real
MD-00002428,2025-07-21,Chișinău,Centru,APARTMENT,2,1,10,2016,61.4,47.022537,28.841082,True,5,balcony|elevator|furnished|parking|storage_room,195000,True,real
MD-00002429,2024-05-06,Chișinău,Valea Trandafirilor,APARTMENT,2,4,6,2006,56.3,47.011452,28.859327,False,3,balcony|elevator|storage_room,137000,True,real
MD-00002430,2026-06-26,Ialoveni,,APARTMENT,1,5,9,1980,46.3,46.956502,28.78487,True,3,balcony|elevator|furnished,45000,True,real
MD-00002431,2025-04-01,Bălți,,APARTMENT,2,3,4,1961,59.2,47.776641,27.940463,False,0,,50000,True,real
MD-00002432,2026-01-18,Chișinău,Telecentru,APARTMENT,2,7,9,1981,49.9,47.000832,28.81783,False,2,balcony|elevator,50000,True,real
MD-00002433,2025-08-16,Ialoveni,,APARTMENT,3,10,10,1989,92.2,46.936523,28.795763,True,3,balcony|elevator|furnished,85000,True,real
MD-00002434,2025-07-20,Chișinău,Buiucani,APARTMENT,3,2,5,1965,90.2,47.006488,28.796713,False,2,balcony|storage_room,120000,True,real
MD-00002435,2026-04-26,Chișinău,Râșcani,HOUSE,3,1,1,2007,131.5,47.067325,28.865562,False,2,garden|storage_room,160000,True,real
MD-00002436,2026-05-21,Chișinău,Sculeni,HOUSE,3,1,2,1997,167.9,47.044362,28.779282,False,4,garage|garden|storage_room|terrace,330000,True,real
MD-00002437,2025-09-02,Bălți,,APARTMENT,3,2,5,1967,68.6,47.794054,27.970201,False,1,balcony,45000,True,real
MD-00002438,2025-03-06,Chișinău,Botanica Veche,APARTMENT,2,2,2,1950,61.1,46.992791,28.894083,False,2,balcony|storage_room,92700,True,real
MD-00002439,2025-04-17,Chișinău,Valea Trandafirilor,APARTMENT,2,1,5,1981,50.9,47.021112,28.878631,False,4,balcony|elevator|fireplace|storage_room,120000,True,real
MD-00002440,2024-08-28,Chișinău,Botanica,HOUSE,5,1,3,2012,127.2,46.941243,28.841236,False,2,garden|parking,140000,True,real
MD-00002441,2026-03-15,Nisporeni,,APARTMENT,2,2,4,1960,62.6,47.087265,28.199597,True,3,balcony|furnished|storage_room,35000,True,real
MD-00002442,2024-10-06,Chișinău,Râșcani,HOUSE,4,1,2,2008,173.3,47.063155,28.835348,False,2,garden|terrace,300000,True,real
MD-00002443,2026-05-15,Taraclia,,HOUSE,4,1,3,1985,134.5,45.91412,28.657253,False,2,storage_room|terrace,75000,True,real
MD-00002444,2024-10-05,Chișinău,Telecentru,HOUSE,4,1,3,1991,167.6,46.996798,28.805671,False,2,garden|storage_room,230000,True,real
MD-00002445,2026-05-21,Chișinău,Bogdan Voievod,HOUSE,4,1,2,2000,289.2,47.066719,28.827246,False,3,garage|garden|storage_room,460000,True,real
MD-00002446,2025-05-08,Chișinău,Ciocana,APARTMENT,5,2,10,2016,165.6,47.06615,28.924181,True,3,elevator|furnished|parking,452000,True,real
MD-00002447,2024-02-14,Chișinău,Telecentru,HOUSE,5,1,2,2000,132.5,47.003467,28.791777,False,4,garage|garden|storage_room|terrace,270000,True,real
MD-00002448,2026-02-10,Chișinău,Stăuceni,HOUSE,6,1,2,2005,98.2,47.08366,28.863975,False,3,garage|garden|storage_room,188000,True,real
MD-00002449,2026-02-25,Chișinău,Telecentru,HOUSE,5,1,3,1993,203.7,47.007031,28.815953,False,5,garage|garden|parking|storage_room|terrace,392000,True,real
MD-00002450,2025-10-18,Chișinău,Buiucani,APARTMENT,2,6,9,1982,66.2,47.036736,28.801087,False,2,balcony|elevator,73000,True,real
MD-00002451,2025-12-03,Chișinău,Botanica,APARTMENT,4,8,9,1983,114.5,46.999514,28.87469,False,2,balcony|elevator,125000,True,real
MD-00002452,2026-04-06,Chișinău,Ciocana,APARTMENT,1,3,10,1992,45.9,47.044199,28.941302,True,2,furnished|storage_room,56000,True,real
MD-00002453,2026-03-25,Rezina,,APARTMENT,2,5,9,1986,66.9,47.74348,28.949986,False,3,balcony|elevator|storage_room,40000,True,real
MD-00002454,2025-09-27,Chișinău,Botanica,APARTMENT,3,2,10,1997,70.6,46.980727,28.886225,True,3,balcony|elevator|furnished,80000,True,real
MD-00002455,2025-06-27,Chișinău,Telecentru,APARTMENT,3,9,9,2015,76.3,47.007737,28.814724,True,3,balcony|elevator|furnished,225000,True,real
MD-00002456,2025-12-01,Chișinău,Durlești,HOUSE,4,1,3,2009,120.9,47.024891,28.765013,False,4,fireplace|garage|garden|parking,245000,True,real
MD-00002457,2026-06-01,Chișinău,Botanica,HOUSE,4,1,3,2011,141.7,47.004217,28.937248,False,5,fireplace|garage|garden|storage_room|terrace,400000,True,real
MD-00002458,2026-02-14,Chișinău,Centru,APARTMENT,1,3,9,1992,31.8,46.985378,28.790719,False,3,balcony|elevator|storage_room,48000,True,real
MD-00002459,2025-04-05,Chișinău,Botanica,HOUSE,3,1,2,2008,198.9,46.939661,28.876218,False,5,garage|garden|parking|storage_room|terrace,270000,True,real
MD-00002460,2026-04-26,Chișinău,Telecentru,APARTMENT,1,4,13,2012,52.5,46.988151,28.820012,False,3,balcony|elevator|storage_room,80700,True,real
MD-00002461,2025-10-22,Edineț,,HOUSE,3,1,2,1992,114.4,48.17374,27.305053,False,3,garage|garden|storage_room,85000,True,real
MD-00002462,2024-08-08,Briceni,,APARTMENT,2,2,4,1955,63.5,48.370057,27.050548,False,2,balcony|storage_room,28000,True,real
MD-00002463,2024-11-19,Chișinău,Telecentru,APARTMENT,2,5,9,2000,74.8,47.00891,28.802711,False,2,balcony|elevator,98000,True,real
MD-00002464,2025-05-23,Chișinău,Cricova,APARTMENT,4,3,11,2022,114.8,47.120883,28.849271,False,3,balcony|elevator|parking,125000,True,real
MD-00002465,2024-04-11,Chișinău,Valea Trandafirilor,APARTMENT,4,3,5,1989,151.5,46.992937,28.883088,False,1,balcony,269000,True,real
MD-00002466,2026-05-27,Chișinău,Botanica,APARTMENT,2,1,9,1982,62.1,46.967589,28.85847,True,3,balcony|elevator|furnished,82500,True,real
MD-00002467,2024-09-20,Glodeni,,APARTMENT,5,1,9,1983,174.4,47.774544,27.503431,True,2,elevator|furnished,67000,True,real
MD-00002468,2024-11-20,Chișinău,Buiucani,HOUSE,5,1,3,1993,157.9,47.029162,28.757023,True,4,furnished|garage|pool|terrace,300000,True,real
MD-00002469,2025-11-22,Chișinău,Telecentru,APARTMENT,2,7,10,2013,53.5,46.996082,28.819515,False,4,balcony|elevator|parking|storage_room,140000,True,real
MD-00002470,2026-01-28,Chișinău,Buiucani,HOUSE,5,1,2,2006,124.5,47.0322,28.825665,False,3,garage|garden|storage_room,200000,True,real
MD-00002471,2026-06-29,Chișinău,Ciocana,HOUSE,2,1,1,1987,249.3,47.057971,28.875129,True,4,furnished|garden|storage_room|terrace,380000,True,real
MD-00002472,2026-01-29,Chișinău,Râșcani,APARTMENT,3,2,2,1949,75.3,47.04367,28.865187,True,2,balcony|furnished,83100,True,real
MD-00002473,2026-04-06,Chișinău,Telecentru,APARTMENT,2,10,14,2011,65.0,46.995945,28.82913,False,3,balcony|elevator|parking,140000,True,real
MD-00002474,2024-04-22,Chișinău,Telecentru,APARTMENT,2,4,5,1993,69.6,47.003866,28.797761,False,1,storage_room,105000,True,real
MD-00002475,2026-01-04,Chișinău,Centru,HOUSE,3,1,2,2007,134.0,46.995176,28.870671,False,1,garden,290000,True,real
MD-00002476,2024-09-23,Chișinău,Alba-Iulia,HOUSE,5,1,1,1991,255.6,47.040492,28.801713,True,6,fireplace|furnished|garage|garden|parking|storage_room,250000,True,real
MD-00002477,2026-03-08,Chișinău,Buiucani,APARTMENT,4,4,5,1994,107.7,47.02558,28.804069,False,2,balcony|storage_room,130000,True,real
MD-00002478,2024-03-09,Chișinău,Centru,HOUSE,5,1,1,2000,281.4,47.023685,28.860395,False,2,garage|garden,755000,True,real
MD-00002479,2024-10-06,Chișinău,Trușeni,APARTMENT,3,4,11,2013,76.0,47.051889,28.728145,False,2,elevator|parking,77000,True,real
MD-00002480,2025-04-19,Chișinău,Centru,APARTMENT,2,1,4,1964,55.3,47.025029,28.82519,True,2,balcony|furnished,79000,True,real
MD-00002481,2025-11-12,Chișinău,Poșta Veche,APARTMENT,3,7,9,1993,84.8,47.057687,28.847753,False,3,balcony|elevator|storage_room,115000,True,real
MD-00002482,2025-05-31,Chișinău,Alba-Iulia,HOUSE,5,1,2,2014,209.1,47.029898,28.818347,False,4,garage|garden|parking|storage_room,510000,True,real
MD-00002483,2025-02-05,Chișinău,Buiucani,APARTMENT,4,5,5,1992,127.8,47.050655,28.76756,False,1,balcony,147000,True,real
MD-00002484,2025-02-23,Chișinău,Buiucani,APARTMENT,2,7,9,1983,67.1,47.018491,28.798549,False,2,balcony|elevator,73000,True,real
MD-00002485,2025-01-12,Cahul,,APARTMENT,3,5,10,1990,66.3,45.894792,28.173153,False,2,balcony|elevator,48000,True,real
MD-00002486,2025-04-17,Orhei,,HOUSE,5,1,1,1998,152.7,47.383896,28.80197,False,3,garden|storage_room|terrace,122000,True,real
MD-00002487,2024-12-18,Chișinău,Râșcani,HOUSE,3,1,2,1966,149.0,47.043796,28.827991,False,2,garden|storage_room,250000,True,real
MD-00002488,2025-02-22,Hîncești,,HOUSE,3,1,3,1974,247.0,46.846135,28.592535,False,3,garden|storage_room|terrace,155000,True,real
MD-00002489,2026-05-24,Chișinău,Buiucani,APARTMENT,3,4,9,1987,78.9,47.037973,28.798264,False,2,balcony|elevator,80000,True,real
MD-00002490,2025-05-03,Chișinău,Buiucani,APARTMENT,5,1,4,1969,179.7,47.046496,28.812932,True,2,balcony|furnished,170000,True,real
MD-00002491,2025-08-31,Chișinău,Telecentru,HOUSE,5,1,1,2007,275.6,46.99278,28.817208,False,2,garden|storage_room,386500,True,real
MD-00002492,2024-08-31,Chișinău,Telecentru,APARTMENT,5,4,4,1959,136.8,47.002852,28.820249,False,2,balcony|storage_room,120000,True,real
MD-00002493,2024-10-22,Drochia,,HOUSE,3,1,1,2002,240.1,48.052576,27.804567,False,3,garden|storage_room|terrace,110000,True,real
MD-00002494,2025-09-29,Chișinău,Centru,APARTMENT,2,3,5,1980,61.6,47.004791,28.872094,True,2,balcony|furnished,80000,True,real
MD-00002495,2025-02-24,Chișinău,Botanica,APARTMENT,2,9,9,1981,47.2,46.98603,28.900577,False,2,elevator|storage_room,40000,True,real
MD-00002496,2024-08-06,Chișinău,Botanica,APARTMENT,2,3,4,1966,54.8,46.935925,28.889105,False,1,balcony,59000,True,real
MD-00002497,2025-07-15,Soroca,,APARTMENT,3,3,9,1970,76.3,48.147684,28.285452,False,3,balcony|elevator|storage_room,65000,True,real
MD-00002498,2024-09-15,Chișinău,Sîngera,HOUSE,3,1,2,1978,283.9,46.921411,28.97643,False,3,garage|garden|storage_room,345000,True,real
MD-00002499,2025-06-08,Bălți,,APARTMENT,3,4,9,1987,94.0,47.778046,27.907773,False,2,balcony|elevator,59000,True,real
MD-00002500,2024-04-20,Anenii Noi,,HOUSE,4,1,3,1978,214.2,46.8936,29.252753,False,5,garage|garden|parking|storage_room|terrace,225000,True,real
MD-00002501,2025-09-23,Bălți,,APARTMENT,3,9,9,1970,79.2,47.752361,27.950709,False,3,balcony|elevator|storage_room,86000,True,real
MD-00002502,2025-06-14,Bălți,,HOUSE,4,1,1,1989,248.5,47.76411,27.930502,False,2,garage|terrace,216000,True,real
MD-00002503,2025-02-14,Chișinău,Râșcani,HOUSE,3,1,2,2014,97.6,47.038665,28.848169,False,4,fireplace|garage|garden|terrace,145000,True,real
MD-00002504,2026-03-19,Bălți,,APARTMENT,4,4,9,1975,115.4,47.779567,27.964838,False,3,balcony|elevator|fireplace,80000,True,real
MD-00002505,2024-12-07,Chișinău,Telecentru,HOUSE,3,1,3,2012,181.4,47.00302,28.797879,False,3,garage|garden|terrace,380000,True,real
MD-00002506,2026-01-24,Chișinău,Centru,APARTMENT,4,5,5,1969,136.1,46.991813,28.800888,False,2,balcony|storage_room,215000,True,real
MD-00002507,2025-07-24,Chișinău,Botanica,HOUSE,5,1,2,1996,233.7,47.000926,28.878804,False,3,garden|storage_room|terrace,560000,True,real
MD-00002508,2026-02-22,Ungheni,,HOUSE,3,1,3,1998,123.8,47.233703,27.800142,False,3,garden|storage_room|terrace,130000,True,real
MD-00002509,2025-02-02,Chișinău,Alba-Iulia,APARTMENT,3,1,5,1992,69.7,47.032183,28.796676,False,2,elevator|storage_room,68900,True,real
MD-00002510,2025-01-15,Ungheni,,APARTMENT,1,4,4,1960,32.4,47.220463,27.787622,False,2,balcony|storage_room,29500,True,real
MD-00002511,2026-04-16,Chișinău,Buiucani,APARTMENT,2,5,10,1983,49.1,47.062365,28.807627,True,3,elevator|furnished|storage_room,55000,True,real
MD-00002512,2024-02-12,Florești,,APARTMENT,4,6,9,1975,98.0,47.885611,28.30677,True,4,balcony|elevator|furnished|storage_room,55000,True,real
MD-00002513,2025-11-03,Chișinău,Botanica,HOUSE,3,1,2,2008,237.2,46.996909,28.91254,False,5,garage|garden|parking|storage_room|terrace,468000,True,real
MD-00002514,2025-07-30,Cimișlia,,APARTMENT,4,4,5,1966,121.4,46.530627,28.799228,False,1,balcony,55000,True,real
MD-00002515,2026-02-13,Glodeni,,APARTMENT,2,8,9,1984,77.0,47.77176,27.511306,True,4,balcony|elevator|furnished|storage_room,35000,True,real
MD-00002516,2025-04-12,Chișinău,Botanica Veche,APARTMENT,1,2,5,1964,44.5,47.00072,28.875387,False,1,balcony,50000,True,real
MD-00002517,2026-06-21,Cimișlia,,HOUSE,3,1,3,1997,110.5,46.520247,28.775527,False,4,garage|garden|parking|storage_room,69000,True,real
MD-00002518,2025-07-07,Chișinău,Buiucani,APARTMENT,1,4,4,1967,47.9,47.004825,28.768561,True,2,balcony|furnished,50000,True,real
MD-00002519,2025-12-16,Chișinău,Râșcani,APARTMENT,1,11,15,2021,51.3,47.061449,28.852403,False,3,balcony|parking|storage_room,150000,True,real
MD-00002520,2025-11-13,Chișinău,Sîngera,APARTMENT,2,5,12,2025,70.8,46.925801,28.971177,False,2,balcony|elevator,90000,True,real
MD-00002521,2025-04-09,Chișinău,Buiucani,APARTMENT,3,2,5,1965,66.1,47.023786,28.810572,False,1,balcony,77000,True,real
MD-00002522,2026-01-06,Chișinău,Râșcani,APARTMENT,3,3,11,2019,70.7,47.048186,28.84766,False,2,balcony|elevator,170000,True,real
MD-00002523,2024-10-23,Chișinău,Buiucani-Nord,APARTMENT,3,12,13,2012,84.0,47.046774,28.823923,False,2,balcony|elevator,148000,True,real
MD-00002524,2024-06-11,Chișinău,Buiucani,HOUSE,6,1,2,2001,134.7,47.054123,28.801934,False,3,garage|garden|parking,289000,True,real
MD-00002525,2025-11-23,Chișinău,Botanica,APARTMENT,3,4,5,1956,86.8,46.977703,28.920746,False,0,,95000,True,real
MD-00002526,2025-09-09,Chișinău,Telecentru,APARTMENT,4,3,10,1999,130.9,46.988402,28.805841,True,3,balcony|elevator|furnished,170000,True,real
MD-00002527,2026-02-06,Chișinău,Telecentru,APARTMENT,3,5,9,1972,65.2,47.00257,28.803276,True,2,elevator|furnished,92000,True,real
MD-00002528,2026-04-22,Chișinău,Sîngera,APARTMENT,4,4,9,2021,99.8,46.906384,28.959948,False,3,balcony|elevator|parking,115000,True,real
MD-00002529,2024-12-12,Chișinău,Buiucani,APARTMENT,3,8,9,1987,89.8,47.045289,28.808457,True,3,elevator|furnished|storage_room,92300,True,real
MD-00002530,2024-12-16,Chișinău,Botanica,APARTMENT,3,2,2,1953,81.1,47.002385,28.888916,True,2,balcony|furnished,82000,True,real
MD-00002531,2025-06-03,Bălți,,HOUSE,4,1,3,1975,120.1,47.764275,27.916318,False,2,garage|garden,88000,True,real
MD-00002532,2024-08-08,Chișinău,Buiucani-Nord,APARTMENT,3,5,13,2022,81.5,47.015952,28.862917,False,3,balcony|elevator|storage_room,160000,True,real
MD-00002533,2024-03-24,Chișinău,Buiucani,APARTMENT,2,8,8,2001,53.5,47.069609,28.820209,False,1,elevator,59200,True,real
MD-00002534,2026-03-17,Chișinău,Râșcani,APARTMENT,2,9,9,1982,57.0,47.058421,28.827135,False,2,balcony|elevator,70000,True,real
MD-00002535,2026-03-03,Chișinău,Centru,HOUSE,2,1,3,1987,242.3,46.995595,28.7778,True,4,furnished|garage|garden|terrace,450000,True,real
MD-00002536,2025-08-30,Cahul,,HOUSE,6,1,3,1986,178.9,45.901245,28.18178,False,4,fireplace|garage|garden|parking,97100,True,real
MD-00002537,2024-10-10,Chișinău,Alba-Iulia,HOUSE,3,1,2,1981,134.6,47.065868,28.757049,False,3,garage|garden|terrace,285000,True,real
MD-00002538,2025-10-01,Bălți,,APARTMENT,2,4,5,1987,48.2,47.749216,27.94092,False,2,balcony|storage_room,35000,True,real
MD-00002539,2025-04-20,Chișinău,Râșcani,APARTMENT,3,1,5,1957,84.7,47.050968,28.806023,True,2,balcony|furnished,87000,True,real
MD-00002540,2024-06-25,Bălți,,HOUSE,4,1,3,1995,251.1,47.744357,27.945535,False,3,garage|garden|storage_room,240000,True,real
MD-00002541,2026-01-12,Soroca,,APARTMENT,1,1,10,1980,38.0,48.156866,28.271929,False,3,balcony|elevator|storage_room,25000,True,real
MD-00002542,2024-06-19,Chișinău,Mălina Mică,APARTMENT,4,8,9,1991,130.1,47.018575,28.839413,False,2,balcony|elevator,190000,True,real
MD-00002543,2025-03-20,Chișinău,Mălina Mică,APARTMENT,2,6,9,2019,59.1,46.999515,28.791658,True,4,balcony|elevator|furnished|parking,195000,True,real
MD-00002544,2025-12-03,Ștefan Vodă,,APARTMENT,2,10,10,1994,67.7,46.514872,29.64101,False,2,balcony|elevator,48000,True,real
MD-00002545,2024-05-13,Chișinău,Buiucani,APARTMENT,4,4,4,1965,115.6,47.041993,28.821433,True,3,balcony|furnished|storage_room,140000,True,real
MD-00002546,2025-04-19,Chișinău,Buiucani,APARTMENT,3,1,4,1962,79.1,47.056789,28.750522,False,1,balcony,111000,True,real
MD-00002547,2025-09-04,Chișinău,Stăuceni,APARTMENT,2,5,9,1994,57.1,47.07363,28.863529,False,2,balcony|elevator,80000,True,real
MD-00002548,2026-02-24,Fălești,,APARTMENT,3,2,5,1993,82.3,47.717501,27.709202,False,1,balcony,53000,True,real
MD-00002549,2026-03-12,Chișinău,Botanica Veche,APARTMENT,4,8,15,2021,99.7,47.006176,28.923294,True,3,elevator|furnished|storage_room,195000,True,real
MD-00002550,2025-07-10,Chișinău,Ciocana Nouă,HOUSE,3,1,3,1980,240.5,47.062365,28.89557,True,7,fireplace|furnished|garage|garden|parking|storage_room|terrace,360000,True,real
MD-00002551,2025-07-12,Chișinău,Botanica,APARTMENT,2,1,4,1953,65.6,46.977126,28.907729,True,2,balcony|furnished,77000,True,real
MD-00002552,2024-06-24,Chișinău,Bogdan Voievod,APARTMENT,4,1,4,1962,103.5,47.038774,28.866211,True,2,balcony|furnished,107000,True,real
MD-00002553,2024-10-15,Chișinău,Telecentru,APARTMENT,3,1,2,1953,76.7,46.998789,28.793016,False,1,balcony,93000,True,real
MD-00002554,2025-08-25,Chișinău,Buiucani,HOUSE,5,1,1,1964,203.6,47.047232,28.771558,False,1,garden,300000,True,real
MD-00002555,2025-07-28,Bălți,,APARTMENT,2,2,9,2025,61.2,47.781799,27.944413,False,2,balcony|elevator,86000,True,real
MD-00002556,2025-08-12,Chișinău,Codru,APARTMENT,2,1,9,1971,50.8,46.968413,28.817211,False,2,balcony|elevator,65000,True,real
MD-00002557,2025-10-14,Chișinău,Râșcani,HOUSE,3,1,1,1991,124.1,47.052617,28.839572,False,4,garage|garden|parking|storage_room,450000,True,real
MD-00002558,2025-08-23,Anenii Noi,,HOUSE,4,1,2,2003,220.1,46.879476,29.235861,False,1,garden,161000,True,real
MD-00002559,2026-02-28,Taraclia,,APARTMENT,2,2,9,1986,69.1,45.888869,28.657626,False,4,balcony|elevator|fireplace|storage_room,26000,True,real
MD-00002560,2025-05-25,Chișinău,Poșta Veche,APARTMENT,1,1,6,2000,28.4,47.046878,28.836616,True,2,elevator|furnished,37000,True,real
MD-00002561,2026-05-25,Chișinău,Botanica,APARTMENT,2,5,9,1981,57.5,46.985836,28.911019,False,3,balcony|elevator|storage_room,60600,True,real
MD-00002562,2025-03-02,Nisporeni,,APARTMENT,2,4,5,1957,59.9,47.084732,28.176137,True,1,furnished,22000,True,real
MD-00002563,2025-02-04,Chișinău,Centru,APARTMENT,1,1,5,1980,42.9,47.015511,28.857092,False,2,balcony|storage_room,81000,True,real
MD-00002564,2025-09-26,Chișinău,Ciocana,APARTMENT,4,12,15,2024,116.4,47.029237,28.892989,True,5,balcony|elevator|furnished|parking|storage_room,300000,True,real
MD-00002565,2025-01-03,Chișinău,Râșcani,APARTMENT,2,2,10,1989,73.5,47.025555,28.827069,False,2,balcony|elevator,127900,True,real
MD-00002566,2026-01-31,Basarabeasca,,APARTMENT,3,1,9,1989,82.8,46.329117,28.966858,False,3,balcony|elevator|parking,40000,True,real
MD-00002567,2025-11-14,Chișinău,Râșcani,APARTMENT,1,13,13,2019,39.4,47.032463,28.833889,True,4,balcony|elevator|furnished|parking,132000,True,real
MD-00002568,2024-12-02,Chișinău,Durlești,HOUSE,5,1,3,1990,266.6,47.031207,28.74492,True,5,furnished|garden|parking|storage_room|terrace,430000,True,real
MD-00002569,2025-10-19,Chișinău,Buiucani,APARTMENT,4,2,4,1966,129.5,47.012177,28.79622,True,3,balcony|elevator|furnished,155000,True,real
MD-00002570,2025-05-09,Chișinău,Ciocana Nouă,APARTMENT,3,1,5,1957,96.6,46.988466,28.863679,False,0,,95000,True,real
MD-00002571,2026-06-13,Chișinău,Buiucani,APARTMENT,2,10,10,1984,69.7,47.052441,28.826679,False,2,elevator|storage_room,99000,True,real
MD-00002572,2026-02-25,Orhei,,APARTMENT,3,3,5,1964,92.4,47.383302,28.832527,False,1,balcony,70000,True,real
MD-00002573,2026-03-10,Glodeni,,APARTMENT,3,4,4,1969,89.4,47.768432,27.508881,True,2,balcony|furnished,25000,True,real
MD-00002574,2024-12-22,Chișinău,Râșcani,APARTMENT,1,1,4,1969,35.0,47.03055,28.839002,False,2,balcony|storage_room,37300,True,real
MD-00002575,2024-08-02,Florești,,APARTMENT,3,7,10,1993,104.9,47.907165,28.290099,True,3,balcony|elevator|furnished,60000,True,real
MD-00002576,2025-09-17,Chișinău,Centru,APARTMENT,2,5,5,1962,56.9,46.991815,28.814974,False,1,balcony,63000,True,real
